SITE,CONST,YR,DOY,MP1,MP2,MP5,CRMP1,CRMP2,CRMP5,CRGF,CRMW,CRIOD
GORA,C,23,30,0.3168,0.2152,0.2583,285.702,143.775,790.943,1760.29,250.317,491.613
GORA,C,23,31,0.3216,0.2325,0.255,233.427,120.03,1083.42,1406.4,193.32,385.315
GORA,C,23,32,0.3248,0.2435,0.2484,220.508,119.388,729.316,1400.22,189.861,405.862
GORA,C,23,33,0.3264,0.2181,0.2475,157.994,85.9877,415.938,591.204,188.942,231.017
GORA,C,23,34,0.3271,0.2251,0.2607,142.34,76.7966,318.659,690.35,203.044,208.408
GORA,C,23,35,0.3242,0.2252,0.2567,174.912,86.2288,562.3,855.723,201.529,291.215
GORA,C,23,36,0.3267,0.2371,0.2601,209.211,102.199,810.371,1050,177.229,366.118
GORA,C,23,37,0.3285,0.2332,0.2597,173.348,87.5455,590.292,906.525,229.452,292.582
GORA,C,23,38,0.3282,0.2355,0.2422,191.168,98.8679,595.556,1328.85,234.841,318.614
GORA,C,23,39,0.326,0.2338,0.2547,207.576,100.256,988.071,1116.76,228.844,322.763
GORA,C,23,40,0.3334,0.2357,0.2507,193.593,100.724,609.565,951.559,196.301,308.473
GORA,C,23,41,0.3357,0.2255,0.2636,147.184,77.5944,390.875,836.97,227.955,251.466
GORA,C,23,42,0.3415,0.222,0.2624,96.2902,60.7547,145.754,323.559,152.765,130.887
GORA,C,23,43,0.3411,0.2214,0.2573,103.604,71.4121,145.901,336.713,160.994,136.012
GORA,C,23,44,0.3178,0.2271,0.2541,138.821,78.0057,462.724,601.556,216.56,220.081
GORA,C,23,45,0.3354,0.2467,0.2555,93.3201,54.7827,198.471,318.935,161.848,128.786
GORA,C,23,46,0.3275,0.2288,0.2586,163.838,87.2346,807.088,960.431,182.639,277.139
GORA,C,23,47,0.3359,0.2244,0.2578,161.556,80.8703,524.463,772.37,183.658,251.71
GORA,C,23,48,0.3348,0.2223,0.2686,87.9906,55.3447,163.844,343.325,157.197,134.201
GORA,C,23,49,0.3371,0.2237,0.265,94.9914,59.4846,169.515,324.088,141.632,132.759
GORA,C,23,50,0.3593,0.242,0.2846,58.8667,37.365,127.991,174.907,117.229,74.9945
GORA,C,23,51,0.3199,0.2316,0.2513,154.387,77.8746,390.397,758.887,177.24,224.504
GORA,C,23,52,0.3196,0.2331,0.24,175.712,83.3879,846.774,881.443,167.502,258.5
GORA,C,23,53,0.331,0.238,0.2483,187.78,89.5175,521.037,1341.29,219.198,311.238
GORA,C,23,54,0.3226,0.2241,0.2495,183.526,86.6646,965.276,1002.84,225.538,294.026
GORA,C,23,55,0.3227,0.219,0.2547,163.435,84.1938,564.1,805.333,192.277,246.969
GORA,C,23,56,0.3291,0.2233,0.2511,113.3,63.8894,226,375.354,179.146,152.423
GORA,C,23,57,0.3246,0.2197,0.2548,137.521,75.9972,355.641,609.678,211.857,223.963
GORA,C,23,58,0.3218,0.2391,0.2524,170.148,80.5982,783.029,983.764,227.34,251.66
GORA,C,23,59,0.3335,0.2406,0.2587,110.842,64.392,298.303,438.862,185.498,154.229
GORA,C,23,60,0.3183,0.2244,0.252,130.06,77.8908,235.904,497.569,185.102,183.226
GORA,C,23,61,0.3123,0.2235,0.2524,153.118,76.1485,581.383,801.618,229.034,221.585
GORA,C,23,62,0.3184,0.2277,0.2539,184.692,93.7533,752.694,1082.8,232.029,286.13
GORA,C,23,63,0.3129,0.2151,0.2527,195.448,95.316,564.146,838.923,177.622,279.641
GORA,C,23,64,0.3168,0.2296,0.26,213.834,110.454,718.838,1020.75,227.311,346.795
GORA,C,23,65,0.3136,0.213,0.2567,239.928,136.593,521.64,598.472,196.546,334.994
GORA,C,23,66,0.322,0.2307,0.2558,171.446,89.0518,773.889,675.329,174.691,256.375
GORA,C,23,67,0.3306,0.2244,0.2516,198.866,101.556,654.512,910.935,179.866,328.36
GORA,C,23,68,0.3214,0.2255,0.2499,181.863,85.9451,653.81,678.659,224.395,263.744
GORA,C,23,69,0.3278,0.2208,0.2588,119.763,71.9135,237.284,474.851,196.847,176.329
GORA,C,23,70,0.2979,0.19,0.2518,209.647,129.909,660.429,396,160.541,258.261
GORA,C,23,71,0.3185,0.2248,0.2562,172.805,85.3529,724.282,1033.63,242.678,290.708
GORA,C,23,72,0.3256,0.2237,0.2644,94.2692,62.1392,145.899,286.819,150.201,129.62
GORA,C,23,73,0.3255,0.2275,0.2502,164.677,80.718,644.86,693.7,172.885,254.569
GORA,C,23,74,0.3236,0.236,0.2515,186.728,88.4344,851.303,1150.86,225.568,299.957
GORA,C,23,75,0.3281,0.2293,0.2711,67.8511,43.1095,104.86,171.56,129.079,88.1512
GORA,C,23,76,0.3238,0.2228,0.2564,154.956,78.3398,490.702,719.154,210.88,231.793
GORA,C,23,77,0.3289,0.2374,0.2578,157.924,77.2897,722,1035.28,219.235,270.072
GORA,C,23,78,0.3223,0.2232,0.2514,166.818,76.7203,845.182,887.903,224.694,257.243
GORA,C,23,79,0.3395,0.2361,0.2623,149.98,76.9748,588.932,904.966,199.228,242.695
GORA,C,23,80,0.3308,0.2312,0.2515,135.099,67.8713,399.412,747.671,194.235,199.197
GORA,C,23,81,0.3286,0.2379,0.2535,150.981,73.5969,667.881,739.013,180.595,221.122
GORA,C,23,82,0.315,0.2216,0.2568,174.109,83.184,583.958,737.671,173.57,250.281
GORA,C,23,83,0.3297,0.2369,0.2604,210.888,97.1241,616.348,1487.32,219.914,326.694
GORA,C,23,84,0.3261,0.239,0.254,150.943,73.2269,607.5,870.281,239.047,226.415
GORA,C,23,85,0.33,0.2321,0.2545,130.747,65.1129,357.474,537.663,196.608,189.536
GORA,C,23,86,0.3256,0.2324,0.2589,100.178,57.0487,210.031,322.311,182.718,128.764
GORA,C,23,87,0.3257,0.2303,0.2552,145.137,69,429.769,708.267,239.279,215.935
GORA,C,23,88,0.3235,0.2395,0.2516,151.545,73.3201,487.105,851.54,196.509,224.464
GORA,C,23,89,0.3175,0.2288,0.2486,170.974,82.2939,544.88,688.338,167.199,259.814
GORA,C,23,90,0.3168,0.2292,0.2609,178.396,77.3795,556.157,1228.5,256.18,283.005
GORA,C,23,91,0.3286,0.2401,0.2518,154.046,71.1775,609.391,859.677,180.678,247.907
GORA,C,23,92,0.3245,0.2401,0.2502,168.974,82.3849,618.756,1037.04,206.598,264.445
GORA,C,23,93,0.313,0.2289,0.2443,164.531,75.1922,826.727,688.434,200.464,228.476
GORA,C,23,94,0.3187,0.2406,0.2458,136.373,65.4178,411.716,674.872,184.702,211.406
GORA,C,23,95,0.3175,0.2309,0.2488,142.145,71.0331,754.556,705.04,201.057,237.121
GORA,C,23,96,0.3282,0.2301,0.2448,145.666,70.112,474.259,830.75,202.931,217.902
GORA,C,23,97,0.3245,0.2309,0.2532,141.309,70.0137,350.846,898.153,180.241,222.651
GORA,C,23,98,0.3269,0.239,0.248,133.99,68.5962,280.408,567.656,184.587,191.971
GORA,C,23,99,0.3247,0.2362,0.2547,141.31,69.7194,356.646,674.354,190.264,204.115
GORA,C,23,100,0.33,0.231,0.2458,157.605,72.2081,854.406,1025.98,173.837,251.562
GORA,C,23,101,0.3326,0.233,0.255,114.718,58.2494,357.641,714.662,199.566,183.628
GORA,C,23,102,0.3409,0.2551,0.2592,103.106,54.3064,218.656,504.83,161.668,141.566
GORA,C,23,103,0.3369,0.2532,0.2573,80.1059,45.2946,154.106,295.81,150.855,109.401
GORA,C,23,104,0.3266,0.2393,0.2561,116.67,62.1436,199.243,607.216,199.384,157.625
GORA,C,23,105,0.3424,0.2457,0.2608,86.4052,51.3184,147.466,362.667,148.501,114.649
GORA,C,23,106,0.3239,0.242,0.2481,130.712,64.1756,271.842,666.797,203.386,173.28
GORA,C,23,107,0.3218,0.2415,0.2422,127.432,60.3835,347.169,781.97,188.358,178.581
GORA,C,23,108,0.3301,0.2514,0.2502,157.142,66.9067,580.562,999.189,222.508,219.739
GORA,C,23,109,0.336,0.2574,0.2524,148.165,70.623,607.304,1195.2,235.895,226.937
GORA,C,23,110,0.33,0.2431,0.2472,113.386,61.0595,202.628,562.158,230.194,174.526
GORA,C,23,111,0.3331,0.2421,0.2508,143.185,64.9519,495.571,752.225,176.848,215.355
GORA,C,23,112,0.3216,0.2472,0.2553,160.72,70.8287,535.132,981.855,194.252,241.08
GORA,C,23,113,0.3209,0.2409,0.245,156.796,69.0929,602.37,981.426,239.805,241.995
GORA,C,23,114,0.3228,0.2325,0.2529,170.288,77.4984,676.634,992.811,225.833,260.49
GORA,C,23,115,0.3249,0.2457,0.2494,143.261,69.2308,404.706,924.912,192.409,221.513
GORA,C,23,116,0.3217,0.244,0.2553,169.655,74.5331,614.283,1202.67,223.636,257.714
GORA,C,23,117,0.3258,0.2474,0.2467,178.162,79.184,848.212,1222.84,219.612,294.016
GORA,C,23,118,0.3174,0.2462,0.2488,153.883,66.9065,698.65,994.537,208.159,218.313
GORA,C,23,119,0.3162,0.25,0.251,157.595,69.0565,545.26,962.764,186.451,239.602
GORA,C,23,120,0.3182,0.2418,0.2497,166.25,73.6282,642.524,905.776,193.856,245.491
HAMI,C,23,1,0.2913,0.1685,0.2404,361.269,682.176,475.42,1467.66,258.049,978.438
HAMI,C,23,2,0.2939,0.1734,0.2356,402.105,930.444,749.667,2374.33,300.367,1719.34
HAMI,C,23,3,0.29,0.1795,0.2327,285.514,461.309,340.054,1443.89,237.258,828.459
HAMI,C,23,4,0.2891,0.1742,0.2391,401.88,1911.62,769.212,3864.23,361.403,3139.69
HAMI,C,23,5,0.3045,0.1748,0.2464,412.347,2814.67,545.822,3118.38,334.859,2267.91
HAMI,C,23,6,0.2917,0.1633,0.2416,374.27,973.423,590.136,3016.18,324.525,1831.25
HAMI,C,23,7,0.2943,0.1698,0.2411,445.866,796.968,1009.24,3566.93,297.244,2171.17
HAMI,C,23,8,0.2934,0.1708,0.2419,393.825,786.548,600.929,2157.48,246.876,1341.14
HAMI,C,23,9,0.2892,0.1764,0.2327,240.828,414.017,312.12,811.823,243.155,729.464
HAMI,C,23,10,0.2916,0.181,0.2393,466.527,1807.14,1369.37,3947.54,333.234,3018.71
HAMI,C,23,11,0.2979,0.1745,0.2361,370.993,1929.46,539.83,2193.7,280.306,1739.83
HAMI,C,23,12,0.2922,0.171,0.2353,370.431,1691.4,528.708,2306.77,342.899,1749.97
HAMI,C,23,13,0.2995,0.1738,0.2429,327.59,12410,710.378,3194,327.59,3006.12
HAMI,C,23,14,0.3063,0.1808,0.2449,328.374,650.605,534.184,1413.83,294.208,862.678
HAMI,C,23,15,0.2925,0.1765,0.2345,552.352,1160,863.467,3350.93,287.223,2284.73
HAMI,C,23,16,0.2998,0.1753,0.2321,344.816,1550.56,470.527,1490.82,284.764,1013.76
HAMI,C,23,17,0.3032,0.1811,0.2318,420.836,1577.75,606.93,2567.1,377.515,1833.64
HAMI,C,23,18,0.3012,0.1709,0.2286,482.255,2076.08,689.632,2434.24,300.7,2222.57
HAMI,C,23,19,0.2979,0.1764,0.2349,400.787,2233.09,516.392,2678.95,306.627,1885.19
HAMI,C,23,20,0.2927,0.1664,0.2434,395.992,8271,772.647,3405.53,311.482,2837.94
HAMI,C,23,21,0.2973,0.1742,0.2461,146.711,203.43,148.595,503.22,226.676,241.933
HAMI,C,23,22,0.2987,0.1757,0.2375,359.657,1725.57,429.41,2189.22,294.456,1624.26
HAMI,C,23,23,0.2942,0.1749,0.2357,393.333,4949.2,722.056,3624.29,333.816,2416.19
HAMI,C,23,24,0.2933,0.1817,0.2325,505.29,3093.38,758.294,2406.14,315.806,1804.61
HAMI,C,23,25,0.2975,0.1736,0.242,303.696,574.659,421.902,1457.74,264.358,809.857
HAMI,C,23,26,0.2966,0.1779,0.2473,392.977,1959.38,764.941,3217.5,334.286,2451.43
HAMI,C,23,27,0.294,0.1687,0.2427,360.471,2267.73,520.837,2194.17,274.272,1029.92
HAMI,C,23,28,0.2913,0.1656,0.2368,534.642,1550.81,811.812,5643.44,338.607,5079.1
HAMI,C,23,29,0.2909,0.1764,0.2432,415.033,1745.07,655.075,2664.95,284.461,2201.48
HAMI,C,23,30,0.2968,0.1747,0.2418,469.14,2050.83,825.419,2952.82,346.193,2091.58
HAMI,C,23,31,0.2964,0.1782,0.2334,433.644,2092.17,685.895,2558.5,323.861,2224.78
HAMI,C,23,32,0.2976,0.184,0.2329,475.611,2542.4,720.611,3424.4,329.269,2446
HAMI,C,23,33,0.3064,0.1832,0.2391,187.207,351.611,204.422,612.881,199.543,373.058
HAMI,C,23,34,0.313,0.1781,0.2462,215.39,313.443,296.25,758.687,233.174,449.841
HAMI,C,23,35,0.2871,0.1715,0.2425,388.908,12380.5,459.404,2315.77,346.578,1543.85
HAMI,C,23,36,0.2974,0.1859,0.2445,410.78,2231.27,702.216,4210.5,285.458,3368.4
HAMI,C,23,37,0.3019,0.18,0.2345,390.691,4610.8,510.224,2002.29,308.045,1716.25
HAMI,C,23,38,0.2974,0.1814,0.2322,577.42,2782.33,1120.52,2540.65,362.95,2419.67
HAMI,C,23,39,0.2922,0.1772,0.2433,402.386,2298.09,538,2839.06,311.604,1825.11
HAMI,C,23,40,0.2997,0.1783,0.2365,241.066,785.062,341.895,798.531,229.175,580.75
HAMI,C,23,41,0.3069,0.171,0.2395,274.861,1806.36,435.167,1772.38,262.24,1168.16
HAMI,C,23,42,0.3088,0.1771,0.2424,147.664,180.82,222.505,438.927,148.581,244.097
HAMI,C,23,43,0.3148,0.1811,0.2426,120.462,176.358,116.896,340.898,200.448,168.161
HAMI,C,23,44,0.2993,0.1739,0.2359,305.952,580.738,389.418,1051.71,262.927,655.61
HAMI,C,23,45,0.3058,0.1951,0.2535,98.9861,116.565,99.3294,277.603,169.017,132.509
HAMI,C,23,46,0.304,0.1821,0.2417,381.259,2106.92,476.127,2237.83,352.534,1838.21
HAMI,C,23,47,0.2993,0.1818,0.2342,426.298,2118.25,769.5,2456.29,278.822,1842.21
HAMI,C,23,48,0.3183,0.1761,0.2448,149.665,189.571,229.309,427.432,190.328,223.173
HAMI,C,23,49,0.3343,0.2075,0.2793,141.042,259.84,146.511,534.16,181.267,264.268
HAMI,C,23,50,0.3679,0.2366,0.3207,62.8038,57.7874,81.0442,169.334,121.012,83.2466
HAMI,C,23,51,0.3,0.1822,0.2425,272.384,414.576,284.956,787.359,199.964,489.233
HAMI,C,23,52,0.2903,0.1869,0.2302,527.792,3560.29,1119.39,3619.14,347.041,2666.74
HAMI,C,23,53,0.2925,0.1724,0.2397,268.926,456.036,337.844,811.048,307.807,561.495
HAMI,C,23,54,0.2914,0.1792,0.2351,421.163,6359.25,627.762,1992.42,317.81,1918.63
HAMI,C,23,55,0.2976,0.1755,0.2435,273.87,948.269,325.137,1151.5,252.07,675.547
HAMI,C,23,56,0.3067,0.1852,0.2451,118.602,122.785,150.285,271,203.25,173.216
HAMI,C,23,57,0.3,0.1722,0.2424,143.066,206.59,200.575,413.7,240.99,249.467
HAMI,C,23,58,0.3015,0.1827,0.2373,434.496,3512.86,704.917,2498.35,292.205,1998.68
HAMI,C,23,59,0.3197,0.1905,0.2433,134.981,197.75,157.2,365.243,178.039,206.112
HAMI,C,23,60,0.2986,0.1772,0.239,261.734,605.225,240.356,683.417,257.623,439.339
HAMI,C,23,61,0.2998,0.1762,0.235,336.477,4894.8,371.899,1355,258.428,983.039
HAMI,C,23,62,0.2914,0.1666,0.244,346.363,2286.45,508.36,1944.96,326.252,1532.39
HAMI,C,23,63,0.2876,0.1638,0.2397,311.348,3094.12,258.918,1044.31,331.967,696.208
HAMI,C,23,64,0.2939,0.175,0.2449,426.267,2438.9,464.037,2060.29,277.792,1705.07
HAMI,C,23,65,0.3002,0.1835,0.2391,341.634,3056.12,398.222,1548.03,332.463,1152.02
HAMI,C,23,66,0.2917,0.1779,0.2333,414.844,1908.85,614.19,2200.48,308.604,1632.61
HAMI,C,23,67,0.2952,0.1761,0.2406,421.917,2289.55,461.911,1646.84,259.147,1547.03
HAMI,C,23,68,0.3009,0.179,0.2376,430.454,2109.08,528.878,1600.75,314.258,1348
HAMI,C,23,69,0.3058,0.1702,0.2425,182.759,224.906,314.877,493.45,213.615,314.299
HAMI,C,23,70,0.2835,0.158,0.2309,414.846,3786,956.333,2696.5,231.129,2696.5
HAMI,C,23,71,0.2993,0.1815,0.2453,384.794,2237.09,452.632,1527.52,296.518,1440.23
HAMI,C,23,72,0.3184,0.1884,0.2596,87.7268,106.471,95.4286,226.392,158.474,129.966
HAMI,C,23,73,0.298,0.1773,0.2379,366.993,1905.31,375.014,1746.38,301.458,1205.83
HAMI,C,23,74,0.2993,0.1781,0.2462,473.963,3149.5,499.846,2225.57,276.692,2225.57
HAMI,C,23,75,0.3096,0.1782,0.2591,90.2189,130.28,85.2288,204.448,181.731,120.721
HAMI,C,23,76,0.2946,0.1691,0.2418,299.663,1951.62,368.606,1198.65,294.526,888.655
HAMI,C,23,77,0.2976,0.1663,0.2397,440.336,6262.5,839.645,2837.72,352.269,2553.95
HAMI,C,23,78,0.3016,0.1754,0.2431,361.108,2417.7,591.295,1859.04,281.989,1521.03
HAMI,C,23,79,0.3036,0.174,0.2429,381.697,4069.67,633.317,2290.18,294.643,1937.85
HAMI,C,23,80,0.3088,0.1856,0.2614,276.703,764.938,290.809,1049.17,299.762,637.468
HAMI,C,23,81,0.2955,0.1808,0.2546,339.859,1565.69,426.467,1582.47,261.026,1150.89
HAMI,C,23,82,0.291,0.1761,0.2411,400.457,4220,478.891,1721.97,309.335,1324.59
HAMI,C,23,83,0.2952,0.1718,0.2409,484.396,2535.2,590.773,2445.05,302.035,1711.53
HAMI,C,23,84,0.2932,0.1665,0.2413,393.385,3130.12,555.298,1826.43,279.454,1649.68
HAMI,C,23,85,0.3017,0.1737,0.2396,270.576,786.143,304.471,921,301.208,598.65
HAMI,C,23,86,0.3051,0.1853,0.2507,114.203,148.772,114.771,262.033,206.868,144.681
HAMI,C,23,87,0.3023,0.1777,0.2384,341.908,1587,649.775,2295.67,341.908,1417.91
HAMI,C,23,88,0.2966,0.1763,0.2358,398.081,2284.4,395.758,1632.13,368.15,1224.1
HAMI,C,23,89,0.2941,0.1761,0.2372,374.129,3285.29,586.4,1829.07,295.719,1646.17
HAMI,C,23,90,0.293,0.1779,0.2453,356.174,2100.36,704,2137.04,343.72,1694.9
HAMI,C,23,91,0.3029,0.1677,0.2432,240.193,1745.54,220.744,898.5,265.131,564.174
HAMI,C,23,92,0.3047,0.1735,0.2391,299.335,2775.75,360.931,1268.24,330.089,860.589
HAMI,C,23,93,0.2997,0.1779,0.2383,401.267,3691.33,634.244,2292.95,295.411,1852
HAMI,C,23,94,0.2989,0.1792,0.235,339.787,2220.3,401.672,1996.25,292.134,998.125
HAMI,C,23,95,0.295,0.1739,0.2474,407.667,3801.17,450.224,1747.14,317.662,1137.67
HAMI,C,23,96,0.3086,0.1738,0.2414,240.897,1089.33,236.64,963.588,255.953,592.084
HAMI,C,23,97,0.3064,0.1672,0.2369,317.294,995.565,434.712,1387.03,280.613,915.962
HAMI,C,23,98,0.2975,0.1681,0.2376,232.522,419.278,238.128,714.662,242.985,411.839
HAMI,C,23,99,0.2947,0.1743,0.2403,240.735,1112.7,251.388,944.059,283.218,559.849
HAMI,C,23,100,0.3081,0.1838,0.2399,458.057,5539,762.941,2672,381.714,2091.13
HAMI,C,23,101,0.3173,0.1933,0.2405,204.897,463.083,205.744,812.644,198.946,357.806
HAMI,C,23,102,0.311,0.1864,0.2477,168.965,338.507,149.322,501.67,222.201,273.382
HAMI,C,23,103,0.3251,0.1958,0.2569,101.383,143.709,96.1587,304.781,160.411,144.703
HAMI,C,23,104,0.3013,0.1716,0.2461,181.326,416.182,186.2,562.736,248.518,324.225
HAMI,C,23,105,0.3102,0.1751,0.2439,145.831,217.798,151.592,398.926,221.422,198.642
HAMI,C,23,106,0.2939,0.183,0.246,252.346,769.517,258.82,926.885,253.674,535.533
HAMI,C,23,107,0.3088,0.1794,0.2349,245.216,1004.09,292.897,1057.16,237.86,559.671
HAMI,C,23,108,0.2937,0.179,0.2281,369.008,3705.5,492.585,1726.43,302.125,1098.64
HAMI,C,23,109,0.2927,0.1781,0.2277,549.135,3271.86,742,2327.29,311.293,2036.38
HAMI,C,23,110,0.2858,0.1688,0.2363,254.326,763.133,247.085,766.953,240.613,481.225
HAMI,C,23,111,0.3052,0.166,0.2401,279.566,1437.88,319.975,1040.94,286.105,670.192
HAMI,C,23,112,0.2896,0.1674,0.2289,425.957,3277,482.333,1749.46,308.082,1289.08
HAMI,C,23,113,0.291,0.1803,0.239,389.847,4492.8,410.746,1933.64,298.401,1381.17
HAMI,C,23,114,0.2943,0.1797,0.2384,596.3,7380.67,580.955,2650.22,326.74,2074.09
HAMI,C,23,115,0.3004,0.1769,0.2354,428.239,1583.21,570.13,2016.29,264.432,1423.26
HAMI,C,23,116,0.288,0.1793,0.2328,542.644,3268.57,618.048,2034.92,346.369,1808.81
HAMI,C,23,117,0.2972,0.1725,0.2403,517.284,5755.75,932.821,2730.11,334.299,2136.61
HAMI,C,23,118,0.2828,0.1703,0.2416,424.252,5778,641.925,3753,320.98,2439.45
HAMI,C,23,119,0.2879,0.1718,0.2322,550.966,3825,686.474,2335.05,288.447,2132
HAMI,C,23,120,0.2944,0.1787,0.2428,472,4532.8,894.897,2209.82,328.486,2209.82
HAPU,C,23,1,0.3476,0.2209,0.2681,227.749,127.193,1007.24,2225.73,326.44,569.372
HAPU,C,23,2,0.3464,0.2253,0.272,228.289,105.078,1348.47,2140.21,421.025,414.234
HAPU,C,23,3,0.3441,0.2195,0.2575,248.273,119.585,3242.38,4324.08,411.817,570.209
HAPU,C,23,4,0.3402,0.2147,0.2648,238.748,132.264,1894.29,3252.94,371.764,619.607
HAPU,C,23,5,0.3331,0.2069,0.2661,243.626,137.59,1344.11,3671.79,407.976,611.964
HAPU,C,23,6,0.3311,0.2069,0.2695,274.245,152.349,1416.21,2289.35,435.165,548.49
HAPU,C,23,7,0.3341,0.2042,0.269,207.069,128.622,1063.42,2306,364.978,478.604
HAPU,C,23,8,0.3387,0.2056,0.2709,220.384,127.866,752.086,1704.3,338.603,464.809
HAPU,C,23,9,0.3257,0.2094,0.2777,1710.89,1380.17,7117,15398,394.821,15398
HAPU,C,23,14,0.3511,0.2134,0.2613,141.965,91.8953,638.172,1502.46,250.41,346.721
HAPU,C,23,15,0.3383,0.2082,0.2721,227.825,111,910.267,1863.29,389.343,487.589
HAPU,C,23,16,0.3551,0.2189,0.2661,219.527,126.25,800.5,1543.15,319.921,472.676
HAPU,C,23,17,0.3421,0.2054,0.2634,206.606,118.599,1485.67,2498.95,319.988,477.073
HAPU,C,23,18,0.3384,0.2131,0.2614,221.536,130.291,998.778,2187.67,377.727,583.378
HAPU,C,23,19,0.3421,0.2055,0.263,256.567,147.647,1037.81,2741.21,329.639,685.303
HAPU,C,23,20,0.3302,0.1979,0.2631,281.624,134.101,1590.41,2619.1,344.618,680.286
HAPU,C,23,21,0.3328,0.2081,0.2637,166.735,121.951,265.66,807.625,277.892,305.846
HAPU,C,23,22,0.3367,0.204,0.2704,205.207,118.821,868.097,1776.1,341.106,464.027
HAPU,C,23,23,0.3318,0.207,0.266,190.574,106.744,945.607,1607.97,381.148,414.96
HAPU,C,23,24,0.3471,0.22,0.266,242.8,121.797,2453.64,3480.13,407.828,580.022
HAPU,C,23,25,0.3437,0.205,0.2668,201.829,122,938.517,1396.87,405.198,461.574
HAPU,C,23,26,0.3319,0.203,0.2686,241.034,149.779,1802.79,2482.65,349.669,598.229
HAPU,C,23,27,0.2549,0.1887,0.1938,122.929,96.1,152,860.5,53.7812,860.5
HAPU,C,23,31,0.3484,0.2485,0.2665,165.398,75.0679,1275.73,1984.78,343.519,350.255
HAPU,C,23,32,0.3483,0.2222,0.275,222.399,132.22,1414.06,3169.19,294.808,545.237
HAPU,C,23,33,0.3383,0.2176,0.2652,152.962,106.057,292.326,824.562,285.254,276.293
HAPU,C,23,34,0.3411,0.2074,0.2726,175.277,108.491,477,1179.14,298.172,334.723
HAPU,C,23,35,0.3417,0.2082,0.2797,221.903,126.01,882.548,1703.65,322.03,550.135
HAPU,C,23,36,0.3429,0.2171,0.2827,235.688,138.917,1041.62,2604.35,329.665,591.898
HAPU,C,23,37,0.343,0.2167,0.2817,176.554,98.6946,1062.25,1963.28,318.714,430.544
HAPU,C,23,38,0.3418,0.2119,0.2747,222.332,118.519,1415,2612.4,322.519,544.25
HAPU,C,23,39,0.3417,0.2128,0.2696,216.037,136.672,768.057,1597.36,333.627,516.794
HAPU,C,23,40,0.3436,0.205,0.2724,175.222,119.59,546.375,1252.2,237.685,340
HAPU,C,23,41,0.3331,0.2021,0.2647,197.795,136.947,653.425,1333.85,368.936,419.516
HAPU,C,23,42,0.3535,0.2079,0.2713,160.183,133.712,300.575,1016.67,255.472,360.993
HAPU,C,23,43,0.3453,0.21,0.2777,131.208,119.903,238.903,662.769,255.921,273.524
HAPU,C,23,44,0.3418,0.2121,0.2738,190.026,119.01,633.905,1661.19,273.92,390.129
HAPU,C,23,45,0.3382,0.2143,0.267,131.569,96.5115,202.614,673.221,314.17,236.703
HAPU,C,23,46,0.3473,0.2154,0.2678,213.96,129.568,731.459,1822.34,347.684,508.154
HAPU,C,23,47,0.3367,0.2112,0.2708,188.384,120.869,1230.45,1430.7,315.095,444.84
HAPU,C,23,48,0.3465,0.1996,0.2713,147.887,109.687,354.513,625,221.519,270.619
HAPU,C,23,49,0.3422,0.2079,0.2699,162.447,123.293,346.577,830.286,253.922,305.895
HAPU,C,23,50,0.3583,0.2179,0.292,66.0038,45.4907,104.633,170.474,154.604,89.0709
HAPU,C,23,51,0.3396,0.2097,0.2729,187.923,100.984,555.188,1255.88,269.586,338.757
HAPU,C,23,52,0.3379,0.221,0.268,200.372,114.671,1278.1,1687,305.83,458.746
HAPU,C,23,53,0.3365,0.2083,0.2704,193.095,108.581,677.25,1700.48,344.542,411.836
HAPU,C,23,54,0.3363,0.2076,0.2738,234.562,116.157,1594.59,2409.59,473.312,469.124
HAPU,C,23,55,0.3423,0.2035,0.2688,171.963,114.064,502.057,1228.31,286.606,382.141
HAPU,C,23,56,0.3442,0.2006,0.2785,118.808,80.9061,420.609,589.989,219.068,240.366
HAPU,C,23,57,0.3448,0.218,0.2814,152.865,111.882,375.571,1106.61,236.763,353.5
HAPU,C,23,58,0.3347,0.2133,0.2803,171.455,102.664,1047.2,1818.64,312.405,414
HAPU,C,23,59,0.349,0.2241,0.2735,100.453,63.7959,190.95,360.782,181.028,163.677
HAPU,C,23,60,0.3461,0.2207,0.2671,153.86,95.5504,412.19,903.929,255.657,296.023
HAPU,C,23,61,0.3485,0.2127,0.28,182.289,118.775,1139.87,1501.21,270.058,418.369
HAPU,C,23,62,0.3488,0.2078,0.2803,181.387,117.396,723.306,1287.85,268.302,459.946
HAPU,C,23,63,0.3481,0.2092,0.2817,154.41,91.4946,524.58,1322.38,250.354,348.466
HAPU,C,23,64,0.3509,0.2198,0.2871,166.43,107.567,788.818,1459.83,264.736,390.031
HAPU,C,23,65,0.3472,0.2148,0.2766,193.966,137.027,739.429,1882.19,362.993,518.561
HAPU,C,23,66,0.3478,0.2219,0.266,153.789,96.1145,616.095,1547.21,250.284,395.798
HAPU,C,23,67,0.3643,0.2161,0.2765,163.863,106.871,595.267,1638.62,247.34,514.078
HAPU,C,23,68,0.3527,0.2126,0.2782,178.044,116.344,826.719,2006.42,303.297,449.716
HAPU,C,23,69,0.3519,0.2008,0.2693,143.572,103.475,491.63,1415.78,216.885,389.069
HAPU,C,23,70,0.3373,0.1928,0.2695,371,1907.5,647.5,1855,397.5,1855
HAPU,C,23,71,0.3522,0.2044,0.2851,179.852,112.706,736.459,1490.2,275.963,449.629
