SITE,CONST,YR,DOY,MP1,MP2,MP5,CRMP1,CRMP2,CRMP5,CRGF,CRMW,CRIOD
PARA,E,23,110,0.3574,0.3499,0.3285,122.575,244.35,244.4,377.154,122.575,306.438
PARA,E,23,111,0.35,0.3813,0.3328,106.457,286.706,179.778,349.786,111.295,288.059
PARA,E,23,112,0.3596,0.3772,0.338,96.6864,177.594,206.109,496.043,121.372,345.727
PARA,E,23,113,0.3513,0.3824,0.3366,209.314,292.52,250.621,732.6,143.647,610.5
PARA,E,23,114,0.3731,0.3902,0.3493,105.489,140.174,124.574,273.029,119.781,238.026
PARA,E,23,115,0.3485,0.3778,0.3328,99.2,200.198,165.582,303.522,107.598,260.718
PARA,E,23,116,0.3366,0.3446,0.3139,73.5,263.8,263.2,1323,101.769,661.5
PARA,E,23,117,0.36,0.3785,0.3434,101.634,229.444,196.905,378.818,88.6596,347.25
PARA,E,23,118,0.4081,0.4053,0.3969,58.0851,50.2037,54.28,151.667,105,105
PARA,E,23,119,0.3553,0.3781,0.337,159.533,265.167,197.833,797.667,106.356,531.778
PARA,E,23,120,0.3483,0.3752,0.3423,123.282,251.895,208.087,343.429,129.946,320.533
PHNA,E,23,1,0.1856,0.1962,0.1825,1887.18,2964.14,3456.33,2306.56,305.279,2306.56
PHNA,E,23,2,0.1914,0.2077,0.1958,1089.75,4359,2174.5,4359,335.308,4359
PHNA,E,23,5,0.1982,0.2148,0.1871,933.286,1005,871,3266.5,450.552,1633.25
PHNA,E,23,6,0.1903,0.1979,0.1848,1817.55,6664.33,9988,0,425.383,0
PHNA,E,23,7,0.1954,0.2018,0.1911,1419.07,1637,2125.4,2660.75,591.278,2660.75
PHNA,E,23,8,0.1984,0.1959,0.1945,1753.08,2628.88,2101.2,2629.62,328.703,2629.62
PHNA,E,23,9,0.1865,0.1946,0.1829,6779,6778.67,4065.8,10168.5,564.917,10168.5
PHNA,E,23,10,0.1985,0.2027,0.1921,2274.67,5116.5,5112.25,5118,386.264,5118
PHNA,E,23,11,0.1908,0.1949,0.1853,1790.92,2686,2683.12,2686.38,457.255,2686.38
PHNA,E,23,12,0.1935,0.1979,0.1888,1387.07,2080.1,1889.18,2311.78,385.296,2311.78
PHNA,E,23,13,0.1976,0.1988,0.188,1815.82,2219.33,2218.33,2219.33,399.48,2219.33
PHNA,E,23,14,0.1949,0.2043,0.1965,1032.71,1032.67,747.138,1807.25,305.451,1141.42
PHNA,E,23,15,0.2003,0.2034,0.1923,1569.85,2267.44,2266.78,3401.33,364.429,3401.33
PHNA,E,23,16,0.1985,0.2046,0.1879,692.517,743.704,715.786,1181.35,291.058,772.423
PHNA,E,23,17,0.1934,0.2019,0.1946,2238.22,2877.43,3353.33,2877.71,411.102,2877.71
PHNA,E,23,18,0.2036,0.2055,0.1907,1252.44,1669.42,1819,1821.73,378.094,1821.73
PHNA,E,23,19,0.1886,0.1906,0.1866,2501.75,2858.43,3335,2859.14,435.087,2859.14
PHNA,E,23,20,0.1981,0.2009,0.1939,2166,2436,3891.4,4873.5,475.463,3898.8
PHNA,E,23,21,0.21,0.2135,0.1957,333.656,406.76,338.617,508.825,233.943,363.446
PHNA,E,23,22,0.1958,0.1992,0.1916,2084,2602.75,2312.78,2605,359.31,2315.56
PHNA,E,23,23,0.1984,0.1987,0.1934,2221.78,2856,2498.62,2856.57,434.696,2856.57
PHNA,E,23,24,0.1976,0.2038,0.1958,1419.6,1935.55,1636.54,1935.82,327.6,1638
PHNA,E,23,25,0.1945,0.1949,0.184,1407.5,1641.67,1639.67,1970.5,328.417,1642.08
PHNA,E,23,26,0.1928,0.1959,0.1814,2715.14,3167.33,2374.38,3167.67,395.958,3167.67
PHNA,E,23,27,0.2079,0.2052,0.1965,2206.33,2206,1981.6,2482.12,305.492,2482.12
PHNA,E,23,28,0.1934,0.1965,0.1883,2047.1,2558.88,1704.67,2274.56,465.25,2274.56
PHNA,E,23,29,0.1896,0.2,0.1875,1799.73,2474.25,2825.14,2828.14,507.615,2474.62
PHNA,E,23,30,0.2044,0.2062,0.1907,1983.3,2203,1981.5,2479.12,300.5,2479.12
PHNA,E,23,31,0.1973,0.2019,0.1848,4199.4,5247,4192.8,5249.25,428.51,5249.25
PHNA,E,23,32,0.1974,0.2019,0.189,2006.7,2866.43,3340,4013.4,409.531,4013.4
PHNA,E,23,33,0.1992,0.201,0.1912,1343.79,1343.43,1105.65,2090.33,211.382,1567.75
PHNA,E,23,34,0.2064,0.2104,0.2046,328.984,369.857,376.364,575.722,259.075,357.345
PHNA,E,23,35,0.1919,0.1956,0.19,1346.93,1442.93,1121.67,1836.73,388.538,1683.67
PHNA,E,23,36,0.1926,0.1961,0.1886,2710,2709,2708.57,2710,462.683,2710
PHNA,E,23,37,0.1949,0.2104,0.1944,1672.25,2006.2,1671.25,2006.7,340.119,2006.7
PHNA,E,23,38,0.2007,0.2062,0.193,1589.23,1721.25,1720.58,2066,389.811,2066
PHNA,E,23,39,0.1874,0.1991,0.1846,9853,19706,19688,0,703.786,0
PHNA,E,23,40,0.1974,0.2015,0.1863,1444,1564.25,1561.5,1877.2,302.774,1877.2
PHNA,E,23,41,0.1953,0.2007,0.185,1653.33,1984,1320.73,3306.67,305.231,3306.67
PHNA,E,23,42,0.1966,0.2023,0.1937,499.842,474.475,338.768,1055.22,275.275,575.576
PHNA,E,23,43,0.1968,0.1998,0.2003,424.383,443.044,510.923,797.84,316.603,539.081
PHNA,E,23,44,0.2002,0.2104,0.1969,1423.47,1642.23,1523.64,1779.33,314,1779.33
PHNA,E,23,45,0.1984,0.1997,0.1849,170.537,187.436,233.841,375.182,317.462,198.413
PHNA,E,23,46,0.195,0.2028,0.1907,1060.95,1550.46,2014,3359.67,428.894,3359.67
PHNA,E,23,47,0.1963,0.2044,0.1975,1295.38,1594.23,2070.7,1884.18,296.086,1480.43
PHNA,E,23,48,0.205,0.2033,0.1922,465.043,464.935,562.263,668.5,222.833,310.029
PHNA,E,23,49,0.213,0.2099,0.2034,333.839,333.484,344.467,591.371,258.725,328.54
PHNA,E,23,50,0.2163,0.2154,0.2031,159.339,167.107,160.246,316.188,293.275,138.603
PHNA,E,23,51,0.2018,0.2062,0.1858,355.431,411.96,388.453,710.862,278.581,396.442
PHNA,E,23,52,0.1929,0.1969,0.1857,2121.33,2120.89,1589.75,2121.33,303.048,2121.33
PHNA,E,23,53,0.1913,0.1939,0.1867,506.622,585.438,535,815,249.933,568.03
PHNA,E,23,54,0.2023,0.208,0.2052,2227.44,3340.5,2505.25,3341.17,477.31,3341.17
PHNA,E,23,55,0.1891,0.1942,0.185,1373.6,1584.46,1373.33,1471.71,349.22,1471.71
PHNA,E,23,56,0.1978,0.2037,0.1953,255.08,269.296,284.881,490.538,329.845,308.565
PHNA,E,23,57,0.2003,0.206,0.1912,394.755,449.465,482.825,921.095,394.755,495.974
PHNA,E,23,58,0.195,0.2016,0.1924,1311.19,2097.1,1613.08,2097.9,419.58,2097.9
PHNA,E,23,59,0.214,0.2159,0.2036,175.393,178.486,190.847,436.442,218.221,175.393
PHNA,E,23,60,0.196,0.1981,0.1866,1151.69,1534.17,1315.21,1151.69,418.795,1151.69
PHNA,E,23,61,0.1985,0.1983,0.1883,1529.38,1987.6,1985,1529.38,368.185,1529.38
PHNA,E,23,62,0.2003,0.1992,0.1859,1489.15,1488.92,1933.8,1613.25,339.632,1613.25
PHNA,E,23,63,0.2014,0.1952,0.1898,896.45,1054.35,995.667,1629.91,303.881,1494.08
PHNA,E,23,64,0.2035,0.2067,0.2024,1955.4,2443.38,1502.23,2444.25,434.533,2172.67
PHNA,E,23,65,0.1943,0.188,0.1836,1755.09,1754.55,1378.21,1608.83,482.65,1608.83
PHNA,E,23,66,0.1958,0.1937,0.194,1374.54,1624.36,1190.67,2233.62,308.086,2233.62
PHNA,E,23,67,0.2009,0.2067,0.1873,831.13,955.55,1004.11,1737.82,273.086,1737.82
PHNA,E,23,68,0.2019,0.1986,0.1904,901.864,1322.6,1298.27,1322.73,268.122,1322.73
PHNA,E,23,69,0.1954,0.1973,0.1904,565.029,617.688,867.3,824,290.824,599.273
PHNA,E,23,70,0.2011,0.1953,0.1818,1152.83,2305.67,3444.5,2305.67,288.208,2305.67
PHNA,E,23,71,0.2009,0.1962,0.1855,1923,2348.67,3012.29,2644.12,491.93,2644.12
PHNA,E,23,72,0.2103,0.212,0.1941,220.229,234.733,178.534,346.59,182.259,213.556
PHNA,E,23,73,0.1978,0.1949,0.191,1138.59,1935.5,1757.82,1935.6,238.963,1759.64
PHNA,E,23,74,0.201,0.2038,0.2001,2422.5,3875.6,2761.71,3876,352.364,3230
PHNA,E,23,75,0.1999,0.1944,0.1911,348.133,401.385,385.537,522.2,302.725,366.456
PHNA,E,23,76,0.2022,0.1988,0.1962,1479.54,2747.43,1922.4,2747.71,274.771,2747.71
PHNA,E,23,77,0.213,0.2063,0.1921,1962.3,2803.14,1400.29,3270.5,392.46,3270.5
PHNA,E,23,78,0.2021,0.1951,0.1846,1126.44,2026.9,1557.08,2252.89,316.812,2252.89
PHNA,E,23,79,0.1997,0.196,0.1909,1706.83,2047.6,2043.9,2048.2,347.153,1862
PHNA,E,23,80,0.1965,0.1988,0.1865,1343.71,2089.67,1877.7,2090.22,383.918,1710.18
PHNA,E,23,81,0.201,0.1956,0.1835,1701.08,2040.7,1453.86,2268.11,334.639,2041.3
PHNA,E,23,82,0.204,0.2011,0.1923,2888.14,3368.67,2525.88,3369.5,561.583,3369.5
PHNA,E,23,83,0.1997,0.2034,0.1981,1970.67,3546,2953.83,3547.2,264.716,2956
PHNA,E,23,84,0.1923,0.2032,0.1923,1634.67,2452,1956.2,2452,400.327,2179.56
PHNA,E,23,85,0.2069,0.1982,0.1936,1836.09,2884,3360,2244.11,531.5,2244.11
PHNA,E,23,86,0.1996,0.2048,0.1912,236.886,259.736,259.069,445.571,220.165,256.356
PHNA,E,23,87,0.2051,0.2014,0.1902,868.174,1425.36,997.35,1426.29,338.441,1331.2
PHNA,E,23,88,0.2009,0.1949,0.1888,673.414,813.583,848.522,1027.84,348.732,887.682
PHNA,E,23,89,0.2027,0.1969,0.1929,1953.8,2170.89,1951,2170.89,275.183,2170.89
PHNA,E,23,90,0.1984,0.1991,0.1865,2842.14,3315.5,1895.4,3979,331.583,3315.83
PHNA,E,23,91,0.1924,0.2004,0.1854,899.136,941.762,1207.69,1798.27,329.683,1041.11
PHNA,E,23,92,0.2017,0.203,0.1935,1424.57,2492.25,2491.38,2849.14,376.302,2849.14
PHNA,E,23,93,0.211,0.1883,0.1985,0,0,0,0,160.471,0
PHNA,E,23,94,0.2039,0.2137,0.2052,2286,0,0,0,152.4,0
PHNA,E,23,95,0.1765,0.1705,0.1683,4633,4632,2311.5,4633,210.591,4633
PHNA,E,23,96,0.2048,0.2011,0.1896,982.5,1178.8,1964.67,1473.75,327.5,1473.75
PHNA,E,23,97,0.2016,0.1945,0.1777,3549,2366,3549,3549,338,3549
PHNA,E,23,98,0.2066,0.1977,0.1942,2014.5,4029,2012,4029,287.786,4029
PHNA,E,23,99,0.1832,0.1673,0.164,963.4,1204.25,1204.25,1204.25,267.611,1204.25
PHNA,E,23,100,0.197,0.1967,0.1812,1439.5,2519,2513.75,2519.12,300.791,2879
PHNA,E,23,101,0.1808,0.2019,0.1617,0,0,0,0,168.143,0
PHNA,E,23,102,0.2003,0.1993,0.1886,204.763,204.592,238.923,338.304,216.139,216.139
PHNA,E,23,103,0.1716,0.156,0.1407,0,0,0,0,186.75,0
PHNA,E,23,104,0.2021,0.196,0.193,1221,1831,1221,1831.5,228.938,1831.5
PHNA,E,23,105,0.2011,0.1921,0.1854,485.273,485.114,592.278,928.348,284.693,496.558
PHNA,E,23,106,0.1918,0.1967,0.1863,6216,6216,6198,6216,388.5,6216
PHNA,E,23,107,0.2203,0.208,0.1907,574.083,655.952,572.958,984.143,222.226,656.095
PHNA,E,23,108,0.2016,0.1854,0.1879,1862.09,2275.56,2045.9,2560.38,386.472,2560.38
PHNA,E,23,109,0.2011,0.182,0.193,5761,5760,2875,5761,303.211,5761
PHNA,E,23,110,0.2003,0.1961,0.1807,1115.71,1723.91,1578.67,1896.7,403.553,1580.58
PHNA,E,23,111,0.1962,0.1881,0.1802,1800.64,3300.5,3956.6,3301.17,440.156,3301.17
PHNA,E,23,112,0.2016,0.1941,0.1854,1111,1333,1536.15,1538.31,285.686,1333.2
PHNA,E,23,113,0.1985,0.1942,0.191,1493.38,2156.89,2425.12,2157.11,298.677,2426.75
PHNA,E,23,114,0.2034,0.1999,0.1937,2022.9,2527.88,1682,2528.62,354.895,2247.67
PHNA,E,23,115,0.1975,0.192,0.1825,2389.44,3583.5,4293.2,3584.17,364.492,3584.17
PHNA,E,23,116,0.1944,0.1957,0.1884,1690.33,2897.71,4055,2897.71,362.214,2897.71
PHNA,E,23,117,0.2105,0.1999,0.1939,1442.93,2243.22,2884.43,2244.56,276.726,2244.56
PHNA,E,23,118,0.1977,0.2005,0.1941,1527,2137.8,2670,2672.25,242.932,2672.25
PHNA,E,23,119,0.2003,0.1975,0.1907,1883.91,4144.4,3447.67,4144.6,357.293,4144.6
PHNA,E,23,120,0.1959,0.196,0.1893,1872.5,2080,4676.5,3120.83,353.302,3120.83
PHOO,E,23,1,0.4858,0.5507,0.5186,41.6203,41.8193,45.3947,197.5,101.135,164.843
PHOO,E,23,2,0.4875,0.5386,0.5055,40.5168,42.9958,45.4709,201.392,86.3109,151.044
PHOO,E,23,3,0.4896,0.5432,0.5232,34.0254,32.5391,40.4155,142.376,66.6944,120.934
PHOO,E,23,4,0.483,0.5424,0.5074,51.9642,45.0541,53.0247,239.264,99.4201,196.153
PHOO,E,23,5,0.4843,0.537,0.5153,37.5478,36.5966,44.4028,161.866,89.5907,137.586
PHOO,E,23,6,0.4952,0.5435,0.506,44.8307,39.4291,46.1134,163.65,87.8996,134.193
PHOO,E,23,7,0.489,0.5393,0.5163,37.3739,36.2862,41.7692,150.302,89.6652,131.396
PHOO,E,23,8,0.4847,0.5496,0.5236,35.7744,35.541,40.9504,177.356,79.5741,147.38
PHOO,E,23,9,0.4851,0.5386,0.5131,47.8302,47.5482,52.1195,343.729,95.2113,285.634
PHOO,E,23,10,0.4884,0.5434,0.5233,34.2669,33.8336,38.8444,159.732,78.3243,132.588
PHOO,E,23,11,0.4916,0.5492,0.5219,36.57,37.507,48.2635,163.053,93.8788,130.639
PHOO,E,23,12,0.4833,0.5338,0.5048,45.7136,45.2991,46.0753,187.468,87.6996,162.175
PHOO,E,23,13,0.4845,0.5397,0.5219,36.3145,34.1632,38.627,161.073,94.6588,136.801
PHOO,E,23,14,0.4824,0.5381,0.5079,44.1143,42.4941,45.2972,147.048,82.1901,109.726
PHOO,E,23,15,0.4821,0.5348,0.5087,35.3264,35.0069,44.4612,121.119,77.0758,99.2585
PHOO,E,23,16,0.4791,0.5489,0.5192,42.3208,39.3152,49.6733,205.192,86.0763,166.508
PHOO,E,23,17,0.4785,0.5465,0.5231,43.3151,39.5462,44.1312,224.943,93.3726,186.745
PHOO,E,23,18,0.4958,0.5469,0.5297,35.8528,33.489,41.2359,166.417,84.6186,143.669
PHOO,E,23,19,0.4762,0.5356,0.5033,61.411,52.4526,62.3817,364,120.602,286
PHOO,E,23,20,0.4909,0.5395,0.5125,39.2822,32.1566,37.6362,132.476,78.0854,101.635
PHOO,E,23,21,0.4889,0.5515,0.5206,33.2342,32.7072,33.6766,139.946,86.437,89.8341
PHOO,E,23,22,0.4818,0.5352,0.5045,44.7632,43.9935,48.1456,192.566,99.0874,158.233
PHOO,E,23,23,0.4865,0.5521,0.5172,37.4664,33.0083,42.0996,149.866,79.6905,130.403
PHOO,E,23,24,0.4905,0.5474,0.5,43.4579,38.6183,45.7588,138.327,75.3167,109.093
PHOO,E,23,25,0.4808,0.5282,0.5056,36.8362,35.361,38.7846,125.578,77.6667,93.8786
PHOO,E,23,26,0.4885,0.5566,0.5191,36.124,37.1538,47.1616,155.156,79.5336,126.193
PHOO,E,23,27,0.5008,0.5486,0.5091,37.8851,35.2621,37.6089,107.478,84.1532,85.9826
PHOO,E,23,28,0.4882,0.5366,0.5166,37.7426,35.6344,43.8196,165.699,88.613,136.785
PHOO,E,23,29,0.4789,0.5411,0.5021,50.9582,40.5491,53.8883,224.333,107.236,180.713
PHOO,E,23,30,0.4973,0.5461,0.5204,34.1389,30.9984,41.4732,126.051,77.1137,98.8141
PHOO,E,23,31,0.4978,0.5421,0.5004,40.7137,37.8786,46.261,115.946,78.7232,83.9921
PHOO,E,23,32,0.4789,0.5227,0.4893,38.9919,38.935,43.6782,109.443,72.9621,89.5907
PHOO,E,23,33,0.4861,0.5482,0.5155,32.2879,32.958,39.3606,111.488,81.694,88.5654
PHOO,E,23,34,0.4895,0.5478,0.5159,37.9339,38.1487,38.6004,107.119,79.5154,80.1318
PHOO,E,23,35,0.4758,0.5319,0.5023,35.0035,33.3395,45.8858,120.921,77.3333,97.8039
PHOO,E,23,36,0.4787,0.5485,0.5216,46.5694,42.674,49.1509,204.905,103.543,169.27
PHOO,E,23,37,0.4836,0.5476,0.5176,43.3644,34.3699,41.9109,195.14,87.9009,161.273
PHOO,E,23,38,0.4947,0.5587,0.5201,35.2884,36.2804,40.8525,123.084,70.4552,101.149
PHOO,E,23,39,0.4861,0.5311,0.4938,49.838,45.9357,50.4447,188.223,80.1116,145.767
PHOO,E,23,40,0.494,0.5559,0.5137,33.7179,33.5471,38.382,137.103,67.3141,111.653
PHOO,E,23,41,0.4798,0.5468,0.5223,40.0415,36.1652,43.7314,134.179,80.7211,107.201
PHOO,E,23,42,0.4827,0.5421,0.5036,37.7474,35.6031,37.4979,95.9579,75.9667,69.8544
PHOO,E,23,43,0.492,0.5325,0.5001,29.284,29.1988,30.2068,68.9756,65.9867,45.2998
PHOO,E,23,44,0.4843,0.5331,0.4986,40.95,40.0701,44.0671,109.2,99.0419,75.5106
PHOO,E,23,45,0.4857,0.5399,0.5089,29.4292,27.1997,32.9967,77.6264,73.7312,52.2107
PHOO,E,23,46,0.481,0.5517,0.514,46.1119,40.3839,45.7708,187.382,91.6089,168.951
PHOO,E,23,47,0.483,0.5456,0.5193,38.0225,34.2547,40.9264,130.154,84.954,109.751
PHOO,E,23,48,0.4834,0.551,0.5273,35.5674,32.6298,36.944,114.31,74.4808,90.5763
PHOO,E,23,49,0.4684,0.5392,0.5097,43.2203,37.0693,44.1338,144.681,92.3077,89.4737
PHOO,E,23,50,0.4927,0.5543,0.535,25.9092,23.1715,28.2511,79.904,65.4951,48.368
PHOO,E,23,51,0.4845,0.5453,0.5135,35.1242,32.419,37.6393,139.56,92.2203,93.04
PHOO,E,23,52,0.4635,0.5247,0.4993,49.6631,42.8131,54.4281,224.695,72.5394,177.163
PHOO,E,23,53,0.4846,0.5438,0.5144,34.295,30.6926,37.4751,115.564,91.6731,85.8919
PHOO,E,23,54,0.4874,0.5506,0.5221,41.7951,43.134,45.75,187.119,92.7091,155.695
PHOO,E,23,55,0.4748,0.5357,0.5046,32.586,30.2693,35.9465,118.977,76.9323,87.8283
PHOO,E,23,56,0.477,0.5456,0.521,40.1921,34.5062,38.4329,156.879,99.25,105.723
PHOO,E,23,57,0.4833,0.548,0.5331,31.8905,28.8535,33.2179,112.456,79.4628,79.4628
PHOO,E,23,58,0.4791,0.548,0.5253,43.9688,36.4281,43.6862,181.94,100.5,156.333
PHOO,E,23,59,0.471,0.5408,0.5141,43.6179,43.7007,46.3503,149.145,100.511,97.3368
PHOO,E,23,60,0.4865,0.5428,0.5265,34.8139,29.7573,38.9893,143.574,74.9838,116.484
PHOO,E,23,61,0.4921,0.553,0.5135,40.9556,36.9415,41.0245,159.953,82.9143,120.917
PHOO,E,23,62,0.4866,0.5262,0.4999,41.6652,37.7137,44.6458,129.593,80.9957,107.994
PHOO,E,23,63,0.4924,0.5468,0.5048,37.8716,33.29,37.6448,124.924,91.7806,101.633
PHOO,E,23,64,0.4936,0.5436,0.5127,45.7546,43.8504,47.3641,164.717,94.1238,132.658
PHOO,E,23,65,0.4795,0.5388,0.5111,37.8207,32.5118,43.5171,139.583,79.5164,119.031
PHOO,E,23,66,0.4841,0.5467,0.5128,49.4771,40.0724,46.4462,208.591,91.78,185.414
PHOO,E,23,67,0.4912,0.5523,0.5264,36.5393,33.388,40.3341,157.331,69.989,134.063
PHOO,E,23,68,0.4898,0.5512,0.5132,35.8826,32.7602,42.864,162.629,83.6763,139.076
PHOO,E,23,69,0.473,0.5414,0.5032,41.3629,40.9832,46.9455,141.05,95.1748,96.1078
PHOO,E,23,70,0.474,0.5383,0.5104,42.5366,45.8609,50.3778,166.095,90.5974,145.333
PHOO,E,23,71,0.488,0.5556,0.5213,45.6067,36.5589,48.5135,207.619,99.5434,189.565
PHOO,E,23,72,0.4791,0.5362,0.5068,31.0212,28.9688,32.4109,97.1801,82.3494,62.7064
PHOO,E,23,73,0.488,0.5588,0.5277,37.7973,30.3205,40.3546,156.889,95.9612,143.246
PHOO,E,23,74,0.4784,0.5466,0.5162,48.145,41.3199,53.6056,217.722,92.4292,188.413
PHOO,E,23,75,0.478,0.5398,0.5248,28.0027,25.0169,30.6185,86.5643,70.2424,57.1562
PHOO,E,23,76,0.4909,0.5435,0.5057,42.9825,41.8734,45.4659,173.451,94.686,137.063
PHOO,E,23,77,0.4957,0.5586,0.5282,37.1934,30.8821,40.7914,129.054,79.4587,108.028
PHOO,E,23,78,0.4959,0.5571,0.5183,37.9759,32.8712,40.8629,147.532,86.8941,114.564
PHOO,E,23,79,0.4869,0.5408,0.5051,51.8214,43.5862,49.8035,233.494,116.747,191.642
PHOO,E,23,80,0.4826,0.5385,0.5148,30.5261,29.9662,32.0958,88.4104,78.0958,68.9081
PHOO,E,23,81,0.4878,0.5488,0.5154,38.3479,34.8869,47.4966,152.558,92.7445,127.594
PHOO,E,23,82,0.477,0.5419,0.5046,38.2554,39.6247,44.9258,145.37,78.5,116.815
PHOO,E,23,83,0.489,0.5576,0.5168,36.9918,32.8796,37.4686,155.94,79.3377,133.007
PHOO,E,23,84,0.4807,0.5404,0.4996,53.1755,44.2517,54.8889,176.938,93.4299,148.104
PHOO,E,23,85,0.483,0.5403,0.507,32.2977,30.5393,33.0084,100.302,61.227,75.6061
PHOO,E,23,86,0.4755,0.5475,0.5187,33.2997,30.4696,35.0242,100.073,96.5354,71.0558
PHOO,E,23,87,0.4855,0.5478,0.5235,33.6678,30.2977,38.74,128.51,78.648,90.6083
PHOO,E,23,88,0.4874,0.5527,0.5178,36.8553,33.5339,41.0544,138.916,81.4139,109.751
PHOO,E,23,89,0.4745,0.5376,0.5051,48.8241,45,53.4011,215.911,96.6766,170.456
PHOO,E,23,90,0.4923,0.5362,0.5136,34.5315,33.1585,36.3327,106.194,80.9508,79.3253
PHOO,E,23,91,0.4877,0.5573,0.5216,42.6258,36.0539,40.9826,166.496,88.5455,139.143
PHOO,E,23,92,0.4796,0.5317,0.5075,38.9944,38.0867,45.8543,142.089,87.1639,102.698
PHOO,E,23,93,0.4888,0.5517,0.523,37.3419,29.2562,40.6511,123.115,86.4426,103.117
PHOO,E,23,94,0.4849,0.5543,0.5118,35.5521,35.1205,42.8013,125.289,92.4356,87.3866
PHOO,E,23,95,0.4767,0.538,0.5037,35.4057,33.7536,37.4991,108.204,77.685,80.0302
PHOO,E,23,96,0.4817,0.5442,0.5139,47.2207,36.3772,38.7572,174.076,91.7009,131.673
PHOO,E,23,97,0.4889,0.5523,0.5181,34.8519,33.325,38.9053,136.088,74.9251,106.979
PHOO,E,23,98,0.486,0.5537,0.5171,37.5858,35.6645,39.3761,142.678,83.092,117.864
PHOO,E,23,99,0.4721,0.5464,0.5036,44.5401,44.3102,49.5686,172.546,88.1245,140.637
PHOO,E,23,100,0.4816,0.5463,0.5172,32.0687,30.2485,37.5598,108.514,63.7302,87.6638
PHOO,E,23,101,0.4783,0.5363,0.5044,36.5496,31.5816,37.0304,107.224,72.2199,74.79
PHOO,E,23,102,0.4739,0.532,0.4987,35.5603,33.1422,38.9407,97.7488,69.4444,72.6232
PHOO,E,23,103,0.4869,0.5423,0.5118,26.4426,24.8027,29.0759,84.749,80.0593,57.2175
PHOO,E,23,104,0.4751,0.5489,0.5159,36.1643,33.3339,39.8647,119.572,77.7669,91.1278
PHOO,E,23,105,0.4748,0.54,0.5026,34.5275,29.4064,34.0908,104.088,77.8759,78.4485
PHOO,E,23,106,0.4697,0.545,0.511,39.4681,32.504,37.5514,114.635,94.907,88.3333
PHOO,E,23,107,0.4912,0.5488,0.5182,37.3283,32.0065,35.4664,121.374,73.2741,84.547
PHOO,E,23,108,0.4747,0.5457,0.503,39.7563,40.3294,43.0593,126.098,86,96.0467
PHOO,E,23,109,0.4735,0.5383,0.5025,51.4813,44.4849,47.6834,192.54,92.1244,142.622
PHOO,E,23,110,0.4839,0.5389,0.5082,36.8399,32.6242,38.7269,100.835,69.8643,77.9363
PHOO,E,23,111,0.4836,0.5434,0.5109,42.0632,35.1237,42.7609,134.094,88.8,101.939
PHOO,E,23,112,0.4638,0.5406,0.5043,39.6513,39.7111,44.3175,151.038,68.4637,120.646
PHOO,E,23,113,0.4772,0.5376,0.507,34.6837,31.0939,37.8887,102.78,73.25,83.5362
PHOO,E,23,114,0.4906,0.5372,0.5082,42.025,35.331,42.9093,126.075,91.6909,90.4574
PHOO,E,23,115,0.4694,0.5287,0.5036,39.4704,32.2003,41.7183,132.385,82.6124,105.515
PHOO,E,23,116,0.4859,0.5429,0.5109,46.8932,37.2301,48.2559,208.414,88.1752,174.856
PHOO,E,23,117,0.4819,0.5491,0.5217,36.8685,31.8744,44.4447,144.268,91.3257,122.895
PHOO,E,23,118,0.4778,0.5383,0.512,39.2901,36.1585,42.2396,128.161,87.17,104.519
PHOO,E,23,119,0.4768,0.5407,0.5066,49.4163,43.553,53.6649,170.711,95.1889,140.517
PHOO,E,23,120,0.4934,0.5458,0.5113,34.7182,33.6871,38.1004,111.55,69.3088,88.9245
POOR,E,23,1,0.2296,0.2304,0.2176,7478.33,7475,2490.33,5608.75,560.875,5608.75
POOR,E,23,2,0.2261,0.2239,0.2063,0,0,0,0,773.724,0
POOR,E,23,3,0.2295,0.2272,0.2148,21565,21551,7180.67,21565,567.5,21565
POOR,E,23,4,0.2344,0.2263,0.2145,3906,7806,3899.83,5859,600.923,5859
POOR,E,23,5,0.2321,0.2249,0.2139,0,0,0,0,584.067,0
POOR,E,23,13,0.2221,0.2334,0.208,3771.75,3770.25,3770.5,7543.5,377.175,5029
POOR,E,23,14,0.2403,0.2337,0.2253,1118.48,1235.53,1563.27,2936,546.233,1381.65
POOR,E,23,15,0.2285,0.2182,0.2084,11005.5,11003.5,4395.6,11005.5,759,11005.5
POOR,E,23,16,0.231,0.2301,0.2173,2687.75,5368,3066.43,3583.67,500.047,3071.71
POOR,E,23,17,0.2405,0.2321,0.2145,3134.86,3134.43,3128,5486,593.081,5486
POOR,E,23,18,0.2379,0.2375,0.2194,4350.6,7245,4345,4350.6,776.893,4350.6
POOR,E,23,19,0.2266,0.2202,0.2119,2413.44,4341.4,2710.12,4344.2,603.361,4344.2
POOR,E,23,20,0.2315,0.2279,0.2088,10404,10399.5,6923.33,6936,452.348,5202
POOR,E,23,21,0.2422,0.2349,0.2198,376.119,418.132,357.161,652.676,426.75,352.238
POOR,E,23,22,0.2307,0.2253,0.2106,4495.4,4494,4489.8,4495.4,725.065,4495.4
POOR,E,23,23,0.2248,0.2239,0.212,21482,7159,10732.5,21482,511.476,21482
POOR,E,23,24,0.2451,0.2437,0.2275,1932.75,3862.67,3309.43,3865.5,859,3313.29
POOR,E,23,25,0.2274,0.2237,0.2101,2621.25,3493.5,2327.44,4194,487.674,3495
